transaction_id,merchant,customer_id,timestamp,amount_inr,currency,method,status,failure_reason,retryable,historical_recovered
TXN-010556,CloudKitchen,CUST-09531,2026-07-21T14:18,974.95,INR,netbanking,success,,false,false
TXN-010557,CloudKitchen,CUST-09343,2026-08-29T09:15,618.16,INR,upi,success,,false,false
TXN-010558,NovaMart,CUST-02808,2026-07-05T04:12,3383.56,INR,card,success,,false,false
TXN-010559,FitSpace,CUST-03568,2026-07-03T19:18,559.22,INR,card,success,,false,false
TXN-010560,FitSpace,CUST-07723,2026-08-09T10:34,3208.86,INR,netbanking,success,,false,false
TXN-010561,UrbanKart,CUST-00518,2026-08-28T06:10,1152.86,INR,netbanking,success,,false,false
TXN-010562,UrbanKart,CUST-07370,2026-08-24T06:05,4579.49,INR,card,success,,false,false
TXN-010563,FitSpace,CUST-00551,2026-08-29T16:50,2416.62,INR,wallet,success,,false,false
TXN-010564,EduPrime,CUST-04987,2026-07-11T12:10,6445.42,INR,netbanking,success,,false,false
TXN-010565,EduPrime,CUST-01032,2026-08-26T09:25,5510.31,INR,netbanking,success,,false,false
TXN-010566,NovaMart,CUST-05678,2026-07-26T21:02,1097.91,INR,wallet,success,,false,false
TXN-010567,EduPrime,CUST-09260,2026-07-17T20:08,1232.19,INR,netbanking,success,,false,false
TXN-010568,EduPrime,CUST-02317,2026-08-16T18:32,4840.7,INR,card,success,,false,false
TXN-010569,NovaMart,CUST-09813,2026-07-25T00:37,566.19,INR,upi,success,,false,false
TXN-010570,UrbanKart,CUST-02618,2026-07-07T07:01,1176.87,INR,netbanking,success,,false,false
TXN-010571,CloudKitchen,CUST-03076,2026-07-20T12:32,1252.76,INR,netbanking,success,,false,false
TXN-010572,UrbanKart,CUST-06104,2026-07-25T15:24,2850.26,INR,upi,success,,false,false
TXN-010573,EduPrime,CUST-00971,2026-08-15T04:53,477.04,INR,card,success,,false,false
TXN-010574,EduPrime,CUST-04090,2026-07-28T20:03,4727.5,INR,netbanking,success,,false,false
TXN-010575,CloudKitchen,CUST-03014,2026-07-13T13:32,1287.38,INR,wallet,success,,false,false
TXN-010576,UrbanKart,CUST-09945,2026-08-15T06:44,2250.08,INR,wallet,failed,network_error,true,false
TXN-010577,FitSpace,CUST-06706,2026-08-15T20:47,1905.94,INR,wallet,success,,false,false
TXN-010578,UrbanKart,CUST-00525,2026-08-02T20:16,1257.34,INR,netbanking,success,,false,false
TXN-010579,UrbanKart,CUST-00404,2026-07-23T17:36,890.45,INR,wallet,success,,false,false
TXN-010580,CloudKitchen,CUST-07150,2026-07-24T09:10,2299.59,INR,wallet,success,,false,false
TXN-010581,EduPrime,CUST-08063,2026-08-13T02:42,1049.47,INR,wallet,success,,false,false
TXN-010582,CloudKitchen,CUST-01794,2026-08-05T09:27,604.21,INR,netbanking,success,,false,false
TXN-010583,UrbanKart,CUST-09042,2026-07-29T16:29,887.64,INR,upi,success,,false,false
TXN-010584,CloudKitchen,CUST-08109,2026-08-09T18:12,3058.88,INR,wallet,success,,false,false
TXN-010585,FitSpace,CUST-03964,2026-08-18T17:13,523.75,INR,netbanking,success,,false,false
TXN-010586,FitSpace,CUST-05059,2026-07-25T22:39,429.78,INR,netbanking,success,,false,false
TXN-010587,UrbanKart,CUST-08684,2026-08-09T02:21,1499.64,INR,wallet,failed,insufficient_funds,true,true
TXN-010588,FitSpace,CUST-09533,2026-08-21T18:25,1909.64,INR,wallet,success,,false,false
TXN-010589,NovaMart,CUST-05256,2026-08-05T20:47,5266.19,INR,wallet,success,,false,false
TXN-010590,EduPrime,CUST-02263,2026-08-07T14:28,2460.71,INR,netbanking,failed,expired_card,false,false
TXN-010591,NovaMart,CUST-00316,2026-08-01T10:07,1517.45,INR,upi,success,,false,false
TXN-010592,FitSpace,CUST-02260,2026-07-16T19:42,1295.78,INR,card,success,,false,false
TXN-010593,CloudKitchen,CUST-02138,2026-08-08T12:40,1189.38,INR,card,success,,false,false
TXN-010594,EduPrime,CUST-00992,2026-07-23T18:03,711.46,INR,upi,failed,limit_exceeded,false,false
TXN-010595,CloudKitchen,CUST-07456,2026-08-06T18:43,1085.86,INR,netbanking,success,,false,false
TXN-010596,CloudKitchen,CUST-00633,2026-08-30T09:22,2712.88,INR,upi,success,,false,false
TXN-010597,NovaMart,CUST-09958,2026-07-20T19:33,1741.01,INR,card,success,,false,false
TXN-010598,NovaMart,CUST-00487,2026-07-10T13:33,4830.61,INR,wallet,success,,false,false
TXN-010599,FitSpace,CUST-09858,2026-08-18T01:26,690.4,INR,netbanking,success,,false,false
TXN-010600,EduPrime,CUST-01682,2026-07-23T20:33,416.76,INR,wallet,success,,false,false
TXN-010601,FitSpace,CUST-08424,2026-09-04T04:31,1624.02,INR,card,success,,false,false
TXN-010602,NovaMart,CUST-05093,2026-08-09T18:37,7089.42,INR,upi,success,,false,false
TXN-010603,FitSpace,CUST-07514,2026-08-01T17:42,433.81,INR,upi,success,,false,false
TXN-010604,NovaMart,CUST-08251,2026-07-09T19:02,1450.19,INR,upi,success,,false,false
TXN-010605,EduPrime,CUST-04201,2026-09-01T02:13,920.08,INR,wallet,success,,false,false
TXN-010606,NovaMart,CUST-06068,2026-08-03T18:25,2573.63,INR,upi,success,,false,false
TXN-010607,CloudKitchen,CUST-08897,2026-08-30T07:19,4423.48,INR,card,success,,false,false
TXN-010608,NovaMart,CUST-05686,2026-08-10T22:25,6393.61,INR,netbanking,success,,false,false
TXN-010609,EduPrime,CUST-07113,2026-08-05T12:58,1689.74,INR,upi,success,,false,false
TXN-010610,FitSpace,CUST-02711,2026-08-20T06:03,1093.51,INR,wallet,success,,false,false
TXN-010611,NovaMart,CUST-00913,2026-07-23T23:01,1614.81,INR,wallet,success,,false,false
TXN-010612,CloudKitchen,CUST-01796,2026-09-01T03:06,2253.92,INR,wallet,success,,false,false
TXN-010613,NovaMart,CUST-07500,2026-07-12T15:22,2192.11,INR,wallet,success,,false,false
TXN-010614,EduPrime,CUST-07972,2026-08-21T15:02,2245.22,INR,netbanking,success,,false,false
TXN-010615,FitSpace,CUST-08747,2026-08-19T08:30,1520.26,INR,wallet,failed,bank_declined,true,true
TXN-010616,UrbanKart,CUST-07944,2026-08-02T07:29,2725.0,INR,upi,success,,false,false
TXN-010617,EduPrime,CUST-01413,2026-08-27T23:12,2513.31,INR,card,success,,false,false
TXN-010618,CloudKitchen,CUST-01931,2026-08-02T22:23,3945.9,INR,upi,failed,authentication_failed,false,false
TXN-010619,CloudKitchen,CUST-01406,2026-09-01T01:23,1186.15,INR,netbanking,success,,false,false
TXN-010620,UrbanKart,CUST-00073,2026-09-01T03:29,606.71,INR,upi,success,,false,false
TXN-010621,NovaMart,CUST-05347,2026-08-16T00:22,1848.51,INR,upi,success,,false,false
TXN-010622,CloudKitchen,CUST-03848,2026-08-25T14:27,2781.31,INR,card,success,,false,false
TXN-010623,NovaMart,CUST-06475,2026-07-06T04:25,6956.94,INR,netbanking,success,,false,false
TXN-010624,UrbanKart,CUST-09882,2026-08-14T19:59,864.1,INR,upi,success,,false,false
TXN-010625,EduPrime,CUST-09929,2026-08-27T07:59,6958.0,INR,wallet,success,,false,false
TXN-010626,UrbanKart,CUST-05076,2026-08-15T09:52,12493.93,INR,wallet,success,,false,false
TXN-010627,CloudKitchen,CUST-02076,2026-09-02T10:59,3473.47,INR,wallet,success,,false,false
TXN-010628,FitSpace,CUST-01648,2026-07-19T18:51,3070.27,INR,card,success,,false,false
TXN-010629,UrbanKart,CUST-03326,2026-07-02T18:39,3869.29,INR,wallet,success,,false,false
TXN-010630,UrbanKart,CUST-04776,2026-08-01T11:10,5556.52,INR,netbanking,success,,false,false
TXN-010631,NovaMart,CUST-07457,2026-08-15T14:48,671.96,INR,card,success,,false,false
TXN-010632,CloudKitchen,CUST-05132,2026-08-11T06:28,16629.2,INR,wallet,failed,network_error,true,false
TXN-010633,CloudKitchen,CUST-01930,2026-08-29T04:08,3438.36,INR,wallet,success,,false,false
TXN-010634,CloudKitchen,CUST-06675,2026-07-20T22:41,1435.31,INR,card,success,,false,false
TXN-010635,EduPrime,CUST-03704,2026-08-27T22:31,11360.18,INR,wallet,success,,false,false
TXN-010636,UrbanKart,CUST-01370,2026-08-10T15:27,768.74,INR,card,success,,false,false
TXN-010637,CloudKitchen,CUST-02833,2026-07-08T16:42,5453.62,INR,netbanking,success,,false,false
TXN-010638,FitSpace,CUST-03006,2026-08-14T12:43,6507.36,INR,wallet,success,,false,false
TXN-010639,EduPrime,CUST-08887,2026-08-29T22:32,715.05,INR,wallet,success,,false,false
TXN-010640,EduPrime,CUST-06720,2026-07-24T00:19,6167.7,INR,wallet,failed,limit_exceeded,false,false
TXN-010641,EduPrime,CUST-03139,2026-08-20T18:41,3864.47,INR,card,success,,false,false
TXN-010642,CloudKitchen,CUST-08905,2026-08-09T07:47,8927.96,INR,netbanking,success,,false,false
TXN-010643,FitSpace,CUST-06515,2026-07-15T02:24,1440.64,INR,upi,success,,false,false
TXN-010644,NovaMart,CUST-08440,2026-07-09T21:25,917.7,INR,upi,success,,false,false
TXN-010645,EduPrime,CUST-02086,2026-07-16T03:29,3238.4,INR,card,success,,false,false
TXN-010646,CloudKitchen,CUST-05635,2026-07-29T16:00,2510.66,INR,card,failed,bank_declined,true,true
TXN-010647,EduPrime,CUST-02132,2026-08-04T13:38,4610.67,INR,netbanking,success,,false,false
TXN-010648,CloudKitchen,CUST-00363,2026-07-07T03:52,10202.24,INR,upi,failed,authentication_failed,false,false
TXN-010649,UrbanKart,CUST-01413,2026-08-30T19:52,3551.95,INR,wallet,success,,false,false
TXN-010650,EduPrime,CUST-00060,2026-07-22T00:38,495.41,INR,wallet,failed,unknown,false,false
TXN-010651,FitSpace,CUST-05580,2026-08-23T19:25,1104.71,INR,card,success,,false,false
TXN-010652,FitSpace,CUST-00036,2026-08-22T18:21,4604.74,INR,netbanking,success,,false,false
TXN-010653,EduPrime,CUST-08665,2026-07-08T14:59,1618.76,INR,card,success,,false,false
TXN-010654,UrbanKart,CUST-07064,2026-09-04T01:26,2821.68,INR,wallet,success,,false,false
TXN-010655,NovaMart,CUST-01896,2026-07-25T14:40,449.99,INR,netbanking,success,,false,false
TXN-010656,UrbanKart,CUST-06172,2026-08-21T05:12,6593.1,INR,wallet,failed,bank_declined,true,false
TXN-010657,NovaMart,CUST-02900,2026-08-06T01:25,2276.03,INR,card,success,,false,false
TXN-010658,UrbanKart,CUST-09613,2026-09-03T14:08,1113.3,INR,upi,success,,false,false
TXN-010659,UrbanKart,CUST-08501,2026-08-15T20:27,814.5,INR,card,success,,false,false
TXN-010660,EduPrime,CUST-06886,2026-08-18T15:54,738.35,INR,wallet,success,,false,false
TXN-010661,UrbanKart,CUST-05802,2026-08-13T19:38,3246.45,INR,card,success,,false,false
TXN-010662,NovaMart,CUST-00898,2026-08-22T20:58,1910.15,INR,upi,success,,false,false
TXN-010663,NovaMart,CUST-05560,2026-07-01T19:27,3976.8,INR,netbanking,success,,false,false
TXN-010664,UrbanKart,CUST-05186,2026-07-06T07:43,1631.77,INR,card,success,,false,false
TXN-010665,FitSpace,CUST-05704,2026-08-14T07:25,766.92,INR,upi,success,,false,false
TXN-010666,UrbanKart,CUST-07927,2026-07-10T06:33,1212.46,INR,upi,success,,false,false
TXN-010667,CloudKitchen,CUST-02201,2026-07-26T11:00,1115.7,INR,wallet,success,,false,false
TXN-010668,FitSpace,CUST-08077,2026-07-25T13:11,3114.25,INR,wallet,success,,false,false
TXN-010669,UrbanKart,CUST-02286,2026-07-09T01:05,3446.93,INR,card,failed,bank_declined,true,true
TXN-010670,NovaMart,CUST-02089,2026-08-01T20:29,2418.18,INR,wallet,success,,false,false
TXN-010671,EduPrime,CUST-01475,2026-08-23T17:17,833.92,INR,card,success,,false,false
TXN-010672,CloudKitchen,CUST-08402,2026-07-25T11:36,3204.11,INR,card,failed,expired_card,false,false
TXN-010673,CloudKitchen,CUST-00259,2026-08-12T14:36,1102.39,INR,card,success,,false,false
TXN-010674,UrbanKart,CUST-05720,2026-07-26T19:30,1092.71,INR,card,success,,false,false
TXN-010675,UrbanKart,CUST-04181,2026-08-30T22:28,2377.21,INR,upi,success,,false,false
TXN-010676,UrbanKart,CUST-04739,2026-08-27T15:34,1181.78,INR,card,success,,false,false
TXN-010677,NovaMart,CUST-01228,2026-07-27T02:26,1549.51,INR,card,success,,false,false
TXN-010678,FitSpace,CUST-02425,2026-07-08T03:38,2262.5,INR,upi,failed,authentication_failed,false,false
TXN-010679,NovaMart,CUST-00691,2026-08-30T03:34,716.57,INR,upi,success,,false,false
TXN-010680,CloudKitchen,CUST-06984,2026-08-12T00:45,2261.99,INR,netbanking,success,,false,false
TXN-010681,NovaMart,CUST-07138,2026-08-12T07:45,870.32,INR,upi,success,,false,false
TXN-010682,UrbanKart,CUST-09622,2026-08-15T15:31,1592.97,INR,wallet,success,,false,false
TXN-010683,CloudKitchen,CUST-06747,2026-08-04T04:44,2600.06,INR,wallet,success,,false,false
TXN-010684,EduPrime,CUST-06749,2026-07-25T23:21,735.72,INR,netbanking,success,,false,false
TXN-010685,UrbanKart,CUST-03606,2026-08-16T08:58,4602.34,INR,card,success,,false,false
TXN-010686,EduPrime,CUST-03889,2026-07-07T03:37,1699.2,INR,netbanking,success,,false,false
TXN-010687,FitSpace,CUST-05624,2026-07-20T11:13,481.35,INR,upi,success,,false,false
TXN-010688,EduPrime,CUST-00772,2026-08-29T22:02,4679.59,INR,wallet,success,,false,false
TXN-010689,EduPrime,CUST-06382,2026-08-05T01:23,1074.42,INR,upi,success,,false,false
TXN-010690,UrbanKart,CUST-08753,2026-08-29T15:08,1396.83,INR,card,success,,false,false
TXN-010691,FitSpace,CUST-09357,2026-08-20T15:14,416.92,INR,upi,success,,false,false
TXN-010692,FitSpace,CUST-06856,2026-08-02T00:02,1897.19,INR,netbanking,success,,false,false
TXN-010693,CloudKitchen,CUST-06092,2026-07-06T03:45,878.84,INR,upi,failed,insufficient_funds,true,true
TXN-010694,NovaMart,CUST-04575,2026-08-14T02:19,6157.02,INR,netbanking,success,,false,false
TXN-010695,UrbanKart,CUST-07641,2026-08-30T10:09,1488.26,INR,card,success,,false,false
TXN-010696,EduPrime,CUST-00666,2026-08-03T10:45,5384.38,INR,upi,success,,false,false
TXN-010697,UrbanKart,CUST-04981,2026-07-24T02:50,964.35,INR,wallet,success,,false,false
TXN-010698,CloudKitchen,CUST-08690,2026-07-09T13:20,1234.05,INR,wallet,success,,false,false
TXN-010699,NovaMart,CUST-04352,2026-08-25T10:16,4019.65,INR,wallet,success,,false,false
TXN-010700,NovaMart,CUST-01746,2026-08-16T11:22,301.59,INR,card,success,,false,false
TXN-010701,FitSpace,CUST-01716,2026-08-20T00:50,3560.32,INR,upi,success,,false,false
TXN-010702,NovaMart,CUST-06681,2026-08-21T10:44,1448.23,INR,netbanking,success,,false,false
TXN-010703,UrbanKart,CUST-02693,2026-09-03T13:48,6290.13,INR,card,success,,false,false
TXN-010704,EduPrime,CUST-01366,2026-08-26T04:05,6004.35,INR,upi,success,,false,false
TXN-010705,EduPrime,CUST-08854,2026-08-10T22:54,542.88,INR,card,success,,false,false
TXN-010706,UrbanKart,CUST-07853,2026-08-24T13:21,1956.65,INR,card,success,,false,false
TXN-010707,UrbanKart,CUST-07619,2026-08-15T12:39,2968.36,INR,upi,success,,false,false
TXN-010708,FitSpace,CUST-05179,2026-07-09T15:07,1403.84,INR,wallet,success,,false,false
TXN-010709,CloudKitchen,CUST-09755,2026-09-03T17:32,2194.25,INR,card,success,,false,false
TXN-010710,NovaMart,CUST-00900,2026-08-29T13:41,1196.15,INR,netbanking,success,,false,false
TXN-010711,CloudKitchen,CUST-05712,2026-07-11T03:14,2422.9,INR,netbanking,success,,false,false
TXN-010712,NovaMart,CUST-04505,2026-07-24T05:09,390.17,INR,upi,failed,insufficient_funds,true,false
TXN-010713,NovaMart,CUST-06658,2026-09-02T07:23,2402.77,INR,wallet,success,,false,false
TXN-010714,UrbanKart,CUST-08189,2026-07-08T06:03,1727.77,INR,wallet,success,,false,false
TXN-010715,FitSpace,CUST-09452,2026-07-14T00:41,876.65,INR,netbanking,success,,false,false
TXN-010716,NovaMart,CUST-07409,2026-08-13T01:46,847.15,INR,netbanking,success,,false,false
TXN-010717,UrbanKart,CUST-06750,2026-08-03T09:45,3562.83,INR,upi,failed,limit_exceeded,false,false
TXN-010718,UrbanKart,CUST-04083,2026-08-23T18:32,688.3,INR,wallet,failed,expired_card,false,false
TXN-010719,EduPrime,CUST-02533,2026-07-27T04:51,897.92,INR,card,success,,false,false
TXN-010720,FitSpace,CUST-06671,2026-07-31T16:46,1336.29,INR,card,success,,false,false
TXN-010721,CloudKitchen,CUST-04588,2026-09-03T02:36,1800.65,INR,card,success,,false,false
TXN-010722,EduPrime,CUST-01044,2026-07-19T09:38,1731.85,INR,upi,success,,false,false
TXN-010723,FitSpace,CUST-06980,2026-08-02T04:11,575.42,INR,netbanking,success,,false,false
TXN-010724,UrbanKart,CUST-04295,2026-08-27T13:25,1469.09,INR,wallet,success,,false,false
TXN-010725,UrbanKart,CUST-01836,2026-08-20T11:00,1942.81,INR,card,success,,false,false
TXN-010726,FitSpace,CUST-05889,2026-08-07T12:29,6203.93,INR,card,success,,false,false
TXN-010727,UrbanKart,CUST-07687,2026-08-30T20:02,1193.01,INR,netbanking,success,,false,false
TXN-010728,NovaMart,CUST-01455,2026-08-08T18:11,2068.46,INR,netbanking,success,,false,false
TXN-010729,UrbanKart,CUST-09539,2026-08-25T05:54,3534.83,INR,card,success,,false,false
TXN-010730,NovaMart,CUST-09621,2026-07-30T16:13,2731.17,INR,card,success,,false,false
TXN-010731,EduPrime,CUST-09387,2026-07-18T04:37,1458.22,INR,card,success,,false,false
TXN-010732,FitSpace,CUST-03534,2026-08-16T05:41,1083.15,INR,wallet,success,,false,false
TXN-010733,NovaMart,CUST-02253,2026-08-22T11:15,526.23,INR,upi,failed,network_error,true,true
TXN-010734,EduPrime,CUST-04991,2026-08-24T21:13,1074.27,INR,upi,failed,unknown,false,false
TXN-010735,CloudKitchen,CUST-06613,2026-07-25T08:20,1279.52,INR,upi,failed,network_error,true,false
TXN-010736,FitSpace,CUST-08110,2026-07-07T20:13,613.51,INR,upi,success,,false,false
TXN-010737,CloudKitchen,CUST-05584,2026-07-19T23:23,5636.3,INR,wallet,success,,false,false
TXN-010738,NovaMart,CUST-01605,2026-07-05T07:40,709.78,INR,wallet,failed,bank_declined,true,false
TXN-010739,EduPrime,CUST-03453,2026-08-11T17:03,3463.53,INR,wallet,success,,false,false
TXN-010740,EduPrime,CUST-07436,2026-08-27T00:37,2249.24,INR,card,success,,false,false
TXN-010741,FitSpace,CUST-04917,2026-07-18T18:04,2021.81,INR,wallet,success,,false,false
TXN-010742,CloudKitchen,CUST-07455,2026-07-10T01:26,371.2,INR,upi,success,,false,false
TXN-010743,UrbanKart,CUST-08593,2026-07-24T09:03,2705.69,INR,netbanking,success,,false,false
TXN-010744,EduPrime,CUST-01876,2026-07-22T01:35,1450.02,INR,netbanking,success,,false,false
TXN-010745,EduPrime,CUST-04261,2026-08-27T12:09,246.85,INR,wallet,success,,false,false
TXN-010746,UrbanKart,CUST-05880,2026-07-26T19:04,1708.63,INR,card,success,,false,false
TXN-010747,CloudKitchen,CUST-06090,2026-08-25T15:20,1369.97,INR,netbanking,success,,false,false
TXN-010748,EduPrime,CUST-02378,2026-08-11T17:16,3302.19,INR,card,success,,false,false
TXN-010749,CloudKitchen,CUST-02851,2026-07-11T14:45,1145.27,INR,card,failed,limit_exceeded,false,false
TXN-010750,FitSpace,CUST-01954,2026-08-21T01:22,2247.62,INR,netbanking,success,,false,false
TXN-010751,EduPrime,CUST-07340,2026-08-10T17:05,530.93,INR,card,success,,false,false
TXN-010752,EduPrime,CUST-08909,2026-08-28T15:00,6682.27,INR,netbanking,success,,false,false
TXN-010753,UrbanKart,CUST-07193,2026-08-29T19:22,2499.45,INR,wallet,failed,network_error,true,true
TXN-010754,CloudKitchen,CUST-06941,2026-07-11T13:00,2779.89,INR,upi,success,,false,false
TXN-010755,FitSpace,CUST-03376,2026-07-24T00:28,2044.04,INR,upi,failed,limit_exceeded,false,false
TXN-010756,UrbanKart,CUST-04388,2026-07-23T00:31,22150.2,INR,upi,failed,network_error,true,false
TXN-010757,EduPrime,CUST-06442,2026-09-03T21:39,2501.02,INR,card,success,,false,false
TXN-010758,CloudKitchen,CUST-08132,2026-07-31T20:20,879.55,INR,netbanking,success,,false,false
TXN-010759,CloudKitchen,CUST-00377,2026-08-01T05:55,2544.0,INR,upi,success,,false,false
TXN-010760,UrbanKart,CUST-06014,2026-07-02T14:28,482.93,INR,card,success,,false,false
TXN-010761,UrbanKart,CUST-03395,2026-08-19T18:38,655.94,INR,card,success,,false,false
TXN-010762,NovaMart,CUST-05948,2026-08-13T17:24,3755.36,INR,netbanking,success,,false,false
TXN-010763,EduPrime,CUST-05096,2026-07-24T14:28,2106.24,INR,wallet,failed,bank_declined,true,false
TXN-010764,FitSpace,CUST-07696,2026-07-15T21:26,793.79,INR,card,success,,false,false
TXN-010765,UrbanKart,CUST-02490,2026-08-02T01:58,601.73,INR,wallet,success,,false,false
TXN-010766,CloudKitchen,CUST-01021,2026-08-21T18:45,855.47,INR,upi,success,,false,false
TXN-010767,CloudKitchen,CUST-06528,2026-07-17T21:33,2778.98,INR,upi,success,,false,false
TXN-010768,FitSpace,CUST-06967,2026-07-23T19:39,4800.08,INR,wallet,success,,false,false
TXN-010769,UrbanKart,CUST-07562,2026-08-27T06:02,3749.41,INR,upi,failed,expired_card,false,false
TXN-010770,UrbanKart,CUST-07269,2026-07-03T17:55,941.98,INR,card,failed,unknown,false,false
TXN-010771,FitSpace,CUST-08654,2026-08-29T14:09,1013.23,INR,upi,success,,false,false
TXN-010772,UrbanKart,CUST-00857,2026-07-27T10:27,362.56,INR,netbanking,success,,false,false
TXN-010773,FitSpace,CUST-01733,2026-07-10T05:50,1053.07,INR,card,success,,false,false
TXN-010774,EduPrime,CUST-01448,2026-09-02T21:54,1457.21,INR,upi,success,,false,false
TXN-010775,EduPrime,CUST-02278,2026-07-06T13:56,821.16,INR,card,success,,false,false
TXN-010776,CloudKitchen,CUST-07550,2026-07-11T12:00,3471.92,INR,wallet,success,,false,false
TXN-010777,FitSpace,CUST-07062,2026-07-31T21:49,953.19,INR,card,success,,false,false
TXN-010778,NovaMart,CUST-01462,2026-08-15T07:25,3106.49,INR,netbanking,success,,false,false
TXN-010779,FitSpace,CUST-04760,2026-07-08T15:48,3156.11,INR,upi,success,,false,false
TXN-010780,FitSpace,CUST-08566,2026-08-25T19:48,1211.81,INR,card,success,,false,false
TXN-010781,CloudKitchen,CUST-08786,2026-07-07T18:46,1834.94,INR,netbanking,success,,false,false
TXN-010782,CloudKitchen,CUST-05451,2026-08-01T22:12,1798.44,INR,upi,success,,false,false
TXN-010783,NovaMart,CUST-01242,2026-08-07T13:43,1711.58,INR,card,success,,false,false
TXN-010784,FitSpace,CUST-01048,2026-07-17T20:45,188.21,INR,upi,success,,false,false
TXN-010785,EduPrime,CUST-06182,2026-08-29T15:15,1321.91,INR,card,success,,false,false
TXN-010786,NovaMart,CUST-05139,2026-07-07T08:10,1896.44,INR,card,success,,false,false
TXN-010787,FitSpace,CUST-02285,2026-07-15T10:39,750.03,INR,card,success,,false,false
TXN-010788,UrbanKart,CUST-03059,2026-08-07T20:31,2214.21,INR,upi,success,,false,false
TXN-010789,CloudKitchen,CUST-08704,2026-07-02T15:28,1255.52,INR,wallet,success,,false,false
TXN-010790,CloudKitchen,CUST-02416,2026-08-03T11:06,1855.2,INR,wallet,failed,limit_exceeded,false,false
TXN-010791,EduPrime,CUST-01855,2026-07-19T02:59,2645.55,INR,upi,success,,false,false
TXN-010792,UrbanKart,CUST-05975,2026-07-28T13:06,2677.42,INR,upi,failed,authentication_failed,false,false
TXN-010793,UrbanKart,CUST-03458,2026-08-11T19:29,606.46,INR,wallet,failed,insufficient_funds,true,false
TXN-010794,NovaMart,CUST-05618,2026-08-17T01:49,1484.77,INR,wallet,success,,false,false
TXN-010795,FitSpace,CUST-05563,2026-08-04T05:33,4578.87,INR,netbanking,success,,false,false
TXN-010796,CloudKitchen,CUST-07876,2026-07-06T19:19,722.26,INR,netbanking,failed,bank_declined,true,false
TXN-010797,NovaMart,CUST-08688,2026-07-26T00:54,2060.9,INR,card,failed,insufficient_funds,true,false
TXN-010798,EduPrime,CUST-06720,2026-08-11T13:34,6964.89,INR,upi,success,,false,false
TXN-010799,CloudKitchen,CUST-08520,2026-08-03T12:15,1578.83,INR,wallet,success,,false,false
TXN-010800,CloudKitchen,CUST-03571,2026-08-20T03:04,941.82,INR,upi,success,,false,false
TXN-010801,CloudKitchen,CUST-00007,2026-07-18T08:12,2265.74,INR,upi,success,,false,false
TXN-010802,CloudKitchen,CUST-02153,2026-09-02T09:36,7590.08,INR,netbanking,success,,false,false
TXN-010803,NovaMart,CUST-01713,2026-08-16T00:42,810.39,INR,wallet,success,,false,false
TXN-010804,EduPrime,CUST-05326,2026-08-31T06:55,678.91,INR,netbanking,success,,false,false
TXN-010805,CloudKitchen,CUST-03560,2026-08-17T11:41,2640.11,INR,netbanking,success,,false,false
TXN-010806,FitSpace,CUST-07414,2026-08-07T00:06,2648.93,INR,netbanking,success,,false,false
TXN-010807,UrbanKart,CUST-02061,2026-08-13T19:34,1916.88,INR,card,success,,false,false
TXN-010808,CloudKitchen,CUST-08106,2026-08-06T12:32,1460.12,INR,wallet,failed,insufficient_funds,true,true
TXN-010809,EduPrime,CUST-08511,2026-08-11T18:59,1675.35,INR,wallet,success,,false,false
TXN-010810,NovaMart,CUST-01223,2026-07-29T12:11,307.53,INR,upi,failed,network_error,true,false
TXN-010811,UrbanKart,CUST-06225,2026-07-24T16:08,2670.93,INR,wallet,success,,false,false
TXN-010812,FitSpace,CUST-08437,2026-07-06T19:43,3078.24,INR,upi,success,,false,false
TXN-010813,UrbanKart,CUST-07136,2026-08-26T05:08,3479.58,INR,wallet,success,,false,false
TXN-010814,NovaMart,CUST-00282,2026-08-23T01:21,2419.29,INR,wallet,success,,false,false
TXN-010815,UrbanKart,CUST-01521,2026-07-10T14:20,1062.23,INR,card,success,,false,false
TXN-010816,NovaMart,CUST-06603,2026-08-26T21:33,1702.84,INR,card,failed,unknown,false,false
TXN-010817,NovaMart,CUST-09017,2026-07-25T17:21,1123.36,INR,upi,success,,false,false
TXN-010818,UrbanKart,CUST-05250,2026-07-07T20:17,3200.94,INR,upi,failed,insufficient_funds,true,false
TXN-010819,CloudKitchen,CUST-06829,2026-07-23T21:53,1980.94,INR,netbanking,success,,false,false
TXN-010820,EduPrime,CUST-04034,2026-08-27T06:46,3086.97,INR,netbanking,success,,false,false
TXN-010821,CloudKitchen,CUST-02737,2026-09-02T08:55,1160.49,INR,netbanking,success,,false,false
TXN-010822,EduPrime,CUST-05560,2026-07-07T11:16,8527.62,INR,netbanking,success,,false,false
TXN-010823,NovaMart,CUST-08399,2026-07-28T05:22,4792.04,INR,wallet,success,,false,false
TXN-010824,NovaMart,CUST-08723,2026-07-21T13:28,896.71,INR,wallet,success,,false,false
TXN-010825,FitSpace,CUST-06792,2026-09-03T07:32,1815.76,INR,card,success,,false,false
TXN-010826,UrbanKart,CUST-04302,2026-07-09T07:31,3005.63,INR,upi,success,,false,false
TXN-010827,UrbanKart,CUST-04388,2026-07-15T10:32,4119.93,INR,netbanking,success,,false,false
TXN-010828,EduPrime,CUST-05739,2026-07-21T04:23,4320.23,INR,netbanking,success,,false,false
TXN-010829,EduPrime,CUST-05990,2026-07-22T11:28,2290.02,INR,upi,success,,false,false
TXN-010830,FitSpace,CUST-03649,2026-08-24T04:11,921.73,INR,netbanking,success,,false,false
